10.00,-0.08
216.55,-0.41
423.10,-0.57
629.66,-0.70
836.21,-0.82
1042.76,-0.88
1249.31,-0.98
1455.86,-1.03
1662.41,-1.09
1868.97,-1.22
2075.52,-1.24
2282.07,-1.28
2488.62,-1.40
2695.17,-1.44
2901.72,-1.44
3108.28,-1.55
3314.83,-1.56
3521.38,-1.63
3727.93,-1.74
3934.48,-1.72
4141.03,-1.78
4347.59,-1.85
4554.14,-1.84
4760.69,-1.92
4967.24,-2.05
5173.79,-2.05
5380.34,-2.08
5586.90,-2.07
5793.45,-2.22
6000.00,-2.24
